MSZoning,LotArea,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,BsmtQual,TotalBsmtSF,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageCond,SaleType,SaleCondition,SalePrice
RL,8846,2Story,6,2005,2006,TA,PConc,Gd,750,Y,SBrkr,1500,2,3,1,6,0,2,TA,New,Partial,173900
RL,12456,1Story,10,2006,2007,Ex,PConc,Ex,1700,Y,SBrkr,1718,2,3,1,7,1,3,TA,WD,Normal,337500
RL,4712,1.5Fin,4,1946,1950,TA,CBlock,TA,747,Y,SBrkr,1230,1,3,1,5,0,1,TA,WD,Abnorml,121600
RL,10659,1Story,5,1961,1961,TA,CBlock,TA,1050,Y,SBrkr,1050,1,3,1,6,0,1,TA,COD,Normal,136500
RL,11717,1Story,6,1970,1970,TA,CBlock,TA,1442,Y,SBrkr,1442,2,2,1,6,1,2,TA,WD,Normal,185000
RM,9786,1Story,3,1922,1950,TA,BrkTil,TA,1007,N,SBrkr,1077,1,3,1,6,1,1,Fa,WD,Normal,91000
RL,6762,1Story,7,2006,2006,Gd,PConc,Gd,1187,Y,SBrkr,1208,2,2,1,6,0,2,TA,WD,Normal,206000
RL,10206,1Story,3,1952,1952,TA,Slab,NA,0,N,FuseF,944,1,2,1,4,0,2,Fa,WD,Normal,82000
RL,5400,1Story,5,1920,1950,TA,BrkTil,Fa,691,Y,FuseA,691,1,2,1,4,0,1,TA,WD,Abnorml,86000
RL,11957,1Story,8,2006,2006,Gd,PConc,Gd,1574,Y,SBrkr,1574,2,3,1,7,1,3,TA,WD,Normal,232000
RL,11500,1Story,5,1976,1976,TA,CBlock,TA,1680,Y,SBrkr,1680,2,4,2,8,0,2,TA,WD,Normal,136905
RL,3182,1Story,7,2005,2006,Gd,PConc,Gd,1346,Y,SBrkr,1504,2,1,1,7,1,2,TA,WD,Normal,181000
RL,8385,SLvl,5,1977,1977,Gd,CBlock,Gd,985,Y,SBrkr,985,2,3,1,6,0,1,TA,WD,Normal,149900
RL,12155,1Story,6,1970,1970,TA,CBlock,Gd,1657,Y,SBrkr,1657,2,3,1,7,1,2,TA,WD,Normal,163500
RM,2217,2Story,4,1970,1970,TA,CBlock,TA,546,Y,SBrkr,1092,1,3,1,6,0,1,TA,WD,Normal,88000
RL,12118,1Story,7,2004,2005,Gd,PConc,Ex,1710,Y,SBrkr,1710,2,3,1,7,1,2,TA,WD,Normal,240000
RL,6000,1.5Fin,5,1926,1950,TA,BrkTil,TA,1008,Y,SBrkr,1522,2,4,1,7,0,0,NA,WD,Normal,102000
RL,21286,1.5Fin,5,1948,1950,TA,CBlock,TA,720,Y,SBrkr,1271,2,4,1,7,1,1,TA,WD,Normal,135000
RL,9825,1Story,5,1965,1965,TA,CBlock,NA,0,N,SBrkr,1664,2,4,2,8,0,0,NA,WD,Normal,100000
RL,10592,2Story,6,1923,1996,TA,PConc,TA,602,Y,SBrkr,1502,1,3,1,7,2,1,TA,WD,Normal,165000
RM,7200,1Story,5,1910,2006,TA,BrkTil,TA,1022,N,SBrkr,1022,1,2,1,4,0,1,TA,WD,Normal,85000
RL,11664,1Story,6,1948,1950,TA,CBlock,TA,1082,Y,SBrkr,1082,1,2,1,5,1,1,TA,WD,Normal,119200
RL,8400,2Story,8,2001,2001,Gd,PConc,Gd,810,Y,SBrkr,1665,2,3,1,6,0,2,TA,WD,Normal,227000
RL,11883,1Story,7,1996,1996,Gd,PConc,Gd,1504,Y,SBrkr,1504,2,3,1,6,1,2,TA,WD,Normal,203000
RL,5814,1Story,8,1984,1984,Gd,CBlock,Gd,1220,Y,SBrkr,1360,1,1,1,4,1,2,TA,COD,Abnorml,187500
RL,10784,SLvl,7,1991,1992,Gd,PConc,Gd,384,Y,SBrkr,1472,2,3,1,7,1,2,TA,WD,Normal,160000
RL,3013,1Story,7,2005,2005,Gd,PConc,Gd,1362,Y,SBrkr,1506,2,2,1,6,1,2,TA,WD,Normal,213490
RL,7024,1Story,4,2005,2005,TA,PConc,Gd,1132,Y,SBrkr,1132,1,2,1,5,0,2,TA,WD,Normal,176000
RL,7406,1Story,7,2006,2006,Gd,PConc,Gd,1199,Y,SBrkr,1220,2,2,1,6,0,2,TA,New,Partial,194000
RM,9439,1.5Fin,5,1930,1950,TA,CBlock,TA,912,Y,FuseA,1248,1,2,1,6,0,1,Fa,WD,Normal,87000
RL,3182,1Story,7,2005,2006,Gd,PConc,Gd,1346,Y,SBrkr,1504,2,2,1,7,1,2,TA,WD,Normal,191000
RL,15498,1Story,8,1976,1976,Gd,CBlock,Gd,1565,Y,SBrkr,2898,2,2,1,10,1,2,TA,COD,Abnorml,287000
RL,7700,1Story,5,1972,1972,TA,CBlock,TA,882,Y,SBrkr,882,1,3,1,5,0,2,TA,WD,Normal,112500
RL,9300,1Story,5,1960,1960,TA,CBlock,TA,1268,Y,SBrkr,1264,1,3,1,6,2,2,TA,WD,Normal,167500
RL,9520,1Story,8,2007,2008,Gd,PConc,Gd,1638,Y,SBrkr,1646,2,3,1,7,1,3,TA,New,Partial,293077
RL,9492,1.5Fin,5,1941,1950,TA,CBlock,TA,768,Y,SBrkr,1376,1,3,1,6,1,1,TA,WD,Normal,105000
RM,1680,2Story,6,1972,1972,TA,CBlock,TA,672,Y,SBrkr,1218,1,3,1,7,0,1,TA,WD,Normal,118000
RH,7082,2Story,5,1916,1995,TA,PConc,TA,686,Y,SBrkr,1928,2,5,2,10,0,0,NA,WD,Normal,160000
RL,15863,2.5Fin,7,1920,1970,TA,BrkTil,TA,824,Y,SBrkr,3082,2,5,1,12,2,2,TA,WD,Normal,197000
RL,14541,2Story,8,1993,1993,Gd,PConc,Gd,1338,Y,SBrkr,2520,2,5,1,10,1,3,TA,WD,Abnorml,310000
RL,8125,1Story,7,2002,2002,Gd,PConc,Gd,1654,Y,SBrkr,1654,2,3,1,6,0,3,TA,WD,Normal,230000
RL,6305,1Story,5,1938,1950,TA,PConc,Fa,920,Y,SBrkr,954,1,2,1,5,1,1,TA,WD,Normal,119750
RL,11500,1Story,4,1957,1957,TA,Slab,NA,0,N,SBrkr,845,1,3,1,5,0,1,TA,WD,Normal,84000
RL,12898,1Story,9,2007,2008,Gd,PConc,Ex,1620,Y,SBrkr,1620,2,2,1,6,1,3,TA,WD,Normal,315500
RL,9240,2Story,8,2001,2002,Gd,PConc,Gd,1055,Y,SBrkr,2263,2,3,1,7,1,2,TA,WD,Normal,287000
RM,1533,2Story,4,1970,2008,TA,CBlock,TA,546,Y,SBrkr,1344,1,3,1,6,1,0,NA,WD,Normal,97000
RM,1477,SFoyer,4,1970,1970,TA,CBlock,Gd,630,Y,SBrkr,630,1,1,1,3,0,1,TA,WD,Normal,80000
RL,13125,1Story,5,1957,2000,TA,CBlock,TA,1134,Y,SBrkr,1803,2,3,1,8,1,2,TA,WD,Normal,155000
RL,9130,2Story,6,1966,2000,TA,CBlock,TA,800,Y,SBrkr,1632,1,4,1,7,0,2,TA,WD,Normal,173000
RL,5381,1Story,6,2005,2005,Gd,PConc,Gd,1306,Y,SBrkr,1306,2,1,1,5,1,2,TA,WD,Normal,196000
RL,11839,2Story,7,1990,1990,TA,PConc,Gd,1475,Y,SBrkr,2329,2,4,1,10,1,2,TA,WD,Normal,262280
RL,9600,1Story,8,1981,1981,Gd,PConc,Gd,2524,Y,SBrkr,2524,2,4,1,9,1,2,TA,WD,Normal,278000
RL,13680,1Story,3,1955,1955,TA,Slab,NA,0,Y,FuseA,1733,2,4,1,8,1,2,TA,WD,Normal,139600
RL,16056,2Story,9,2005,2006,Gd,PConc,Ex,1992,Y,SBrkr,2868,3,4,1,11,1,3,TA,New,Partial,556581
RL,9245,1Story,5,1994,1995,TA,PConc,Gd,990,Y,SBrkr,990,1,3,1,5,0,2,TA,WD,Normal,145000
RL,21750,1Story,5,1960,2006,TA,Slab,NA,0,Y,SBrkr,1771,1,3,1,9,1,2,TA,WD,Normal,115000
RL,11100,1Story,4,1946,2006,TA,CBlock,NA,0,Y,SBrkr,930,1,2,1,6,0,1,TA,WD,Abnorml,84900
RL,8993,1Story,7,2007,2007,Gd,PConc,Gd,1302,Y,SBrkr,1302,2,3,1,6,0,2,TA,New,Partial,176485
RL,11175,1Story,7,2007,2007,Gd,PConc,Gd,1316,Y,SBrkr,1316,2,3,1,6,1,2,TA,New,Partial,200141
RL,9500,2Story,6,1964,1978,TA,CBlock,TA,816,Y,SBrkr,1977,1,4,1,9,1,2,TA,WD,Normal,165000
RL,8562,1Story,5,1957,2002,TA,CBlock,TA,1216,Y,FuseA,1526,1,4,1,7,1,1,TA,WD,Normal,144500
RL,11367,2Story,8,2002,2002,Gd,PConc,Gd,1065,Y,SBrkr,1989,2,3,1,7,1,2,TA,WD,Normal,255000
RL,11361,1Story,6,1976,1976,TA,CBlock,Gd,1193,Y,SBrkr,1523,2,3,1,7,1,2,TA,COD,Abnorml,180000
RL,7052,1Story,7,2005,2005,Gd,PConc,Gd,1364,Y,SBrkr,1364,2,2,1,6,1,2,TA,WD,Normal,185850
RL,29959,2Story,7,1994,1994,Gd,PConc,Gd,973,Y,SBrkr,1850,2,3,1,7,1,2,TA,WD,Normal,248000
RL,11308,2Story,9,2008,2008,Ex,PConc,Ex,1104,Y,SBrkr,2184,2,3,1,10,1,3,TA,WD,Normal,335000
RL,11275,1.5Fin,6,1932,1950,TA,CBlock,TA,854,Y,SBrkr,1991,1,3,1,7,1,2,Fa,WD,Normal,220000
RL,4920,1Story,8,2001,2001,Gd,PConc,Gd,1338,Y,SBrkr,1338,2,2,1,6,0,2,TA,WD,Normal,213500
C (all),18000,1Story,3,1935,1950,Fa,CBlock,TA,894,Y,SBrkr,894,1,2,1,6,0,3,TA,ConLD,Normal,81000
RM,13600,2Story,5,1900,1950,TA,BrkTil,TA,662,N,SBrkr,2337,2,5,2,10,0,2,TA,WD,Normal,90000
RM,6000,1Story,6,1925,1980,TA,BrkTil,TA,1103,Y,SBrkr,1103,1,2,1,5,1,2,TA,WD,Normal,110500
RL,11000,1Story,5,1966,1966,TA,CBlock,TA,1154,Y,SBrkr,1154,1,3,1,6,1,2,TA,WD,Normal,154000
RL,14000,2Story,7,1996,1997,Gd,PConc,Ex,1306,Y,SBrkr,2260,2,3,1,7,0,2,TA,WD,Normal,328000
RL,7837,2Story,6,1993,1994,Gd,PConc,Gd,799,Y,SBrkr,1571,2,3,1,7,1,2,TA,WD,Normal,178000
RL,9760,2Story,6,1964,1964,TA,CBlock,TA,780,Y,SBrkr,1611,1,4,1,7,0,2,TA,WD,Normal,167900
RM,3964,2Story,6,1973,1973,TA,CBlock,Gd,942,Y,SBrkr,2521,2,5,1,10,1,2,TA,WD,Normal,151400
RL,9600,1.5Unf,5,1949,2003,TA,CBlock,TA,845,Y,SBrkr,893,1,2,1,4,0,2,TA,WD,Normal,135000
RL,10152,1Story,5,1956,1956,TA,CBlock,TA,1048,Y,SBrkr,1048,1,3,1,6,0,1,TA,WD,Normal,135000
RL,11700,2Story,6,1968,1968,TA,CBlock,TA,727,Y,SBrkr,1556,1,4,1,8,0,2,TA,WD,Normal,154000
RL,7585,1.5Fin,5,1948,1950,TA,CBlock,Fa,810,Y,FuseA,1456,1,4,1,7,1,1,TA,WD,Normal,91500
RL,7950,2Story,6,1977,1977,TA,CBlock,TA,690,Y,SBrkr,1426,1,3,1,6,0,2,TA,WD,Normal,159500
RL,8556,1Story,7,2006,2006,Gd,PConc,Gd,1240,Y,SBrkr,1240,2,2,1,5,0,3,TA,WD,Normal,194000
RL,13125,2Story,7,1940,1984,TA,CBlock,TA,800,Y,SBrkr,1740,1,3,1,6,2,1,TA,CWD,Normal,219500
RL,10800,1.5Fin,5,1936,1989,TA,CBlock,Fa,796,Y,SBrkr,1466,2,3,1,7,1,2,TA,WD,Normal,170000
RL,15870,1Story,5,1969,1969,TA,CBlock,TA,1096,Y,SBrkr,1096,1,3,1,6,0,1,TA,WD,Abnorml,138800
RM,4435,1Story,6,2004,2004,Gd,PConc,Gd,848,Y,SBrkr,848,1,1,1,3,1,2,TA,WD,Normal,155900
RL,8775,1Story,5,1994,1994,TA,PConc,Gd,990,Y,SBrkr,990,1,3,1,5,0,1,TA,WD,Normal,126000
RL,11040,1Story,6,1971,2004,Gd,CBlock,TA,1258,Y,SBrkr,1258,2,3,1,5,0,2,TA,COD,Abnorml,145000
RL,7500,1Story,5,1963,1963,TA,CBlock,TA,1040,Y,SBrkr,1040,1,3,1,5,0,1,TA,WD,Normal,133000
RL,8749,1Story,7,2002,2002,Gd,PConc,Gd,1459,Y,SBrkr,1459,2,3,1,6,1,2,TA,WD,Normal,192000
RL,8800,1Story,6,1964,1964,TA,CBlock,TA,1251,Y,SBrkr,1251,1,3,1,6,2,1,TA,WD,Normal,160000
RL,13031,2Story,6,1995,1996,TA,PConc,Gd,691,Y,SBrkr,1498,2,3,1,6,1,2,TA,WD,Normal,187500
RL,9069,SFoyer,6,1992,1992,TA,PConc,Gd,936,Y,SBrkr,996,1,2,1,5,0,2,TA,WD,Normal,147000
RM,1974,2Story,4,1973,1973,TA,CBlock,TA,546,Y,SBrkr,1092,1,3,1,6,0,1,TA,WD,Normal,83500
FV,10574,2Story,8,2005,2006,Gd,PConc,Gd,1082,Y,SBrkr,1953,2,3,1,9,1,3,TA,WD,Normal,252000
RM,2522,2Story,7,2004,2004,Gd,PConc,Gd,970,Y,SBrkr,1709,2,3,1,7,0,2,TA,WD,Normal,137500
FV,3316,1Story,8,2005,2005,Gd,PConc,Gd,1247,Y,SBrkr,1247,1,1,1,4,1,2,TA,WD,Normal,197000
RL,8544,1Story,3,1950,1950,TA,Slab,NA,0,N,FuseA,1040,2,2,2,6,0,2,TA,WD,Normal,92900
FV,2160,2Story,7,1999,2000,Gd,PConc,Gd,600,Y,SBrkr,1252,2,2,1,4,0,2,TA,WD,Normal,160000
RL,8400,1.5Fin,6,1925,1950,TA,PConc,TA,1181,Y,SBrkr,1694,2,4,1,7,1,2,TA,WD,Normal,136500
RL,9230,1Story,5,1965,1998,TA,CBlock,TA,864,Y,SBrkr,1200,1,1,1,6,0,2,TA,WD,Normal,146000
RL,5868,1Story,5,1956,2000,TA,CBlock,TA,936,Y,SBrkr,936,1,2,1,4,0,1,TA,WD,Normal,129000
RL,9317,1Story,6,2006,2006,Gd,PConc,Gd,1314,Y,SBrkr,1314,2,3,1,6,1,2,TA,WD,Normal,176432
RM,6882,2Story,6,1914,2006,TA,PConc,TA,684,Y,SBrkr,1355,1,3,1,7,0,0,NA,WD,Normal,127000
RL,3696,1Story,8,1986,1986,Gd,CBlock,Gd,1074,Y,SBrkr,1088,1,2,1,5,0,2,TA,WD,Normal,170000
RM,6000,1.5Fin,4,1936,1950,TA,BrkTil,TA,672,Y,SBrkr,1324,1,3,1,6,0,1,TA,WD,Normal,128000
RL,11880,1Story,7,1978,1978,TA,CBlock,Gd,1271,Y,SBrkr,1601,2,3,1,7,1,2,TA,COD,Abnorml,157000
RL,8400,1Story,2,1920,1950,TA,CBlock,TA,290,N,FuseF,438,1,1,1,3,0,1,TA,WD,Normal,60000
RL,9758,1Story,5,1971,1971,TA,CBlock,TA,950,Y,SBrkr,950,1,3,1,5,0,1,TA,WD,Normal,119500
RL,7000,1Story,5,1960,2002,TA,CBlock,TA,1010,Y,SBrkr,1134,1,2,1,6,0,1,TA,WD,Family,135000
RL,8910,1Story,6,1959,1959,TA,CBlock,TA,655,Y,SBrkr,1194,1,3,1,6,1,2,TA,WD,Normal,159500
RM,2016,2Story,5,1970,1970,TA,CBlock,TA,630,Y,SBrkr,1302,2,3,1,6,0,2,TA,WD,Normal,106000
RL,12256,2Story,8,1994,1995,Gd,PConc,Ex,1463,Y,SBrkr,2622,2,3,1,9,2,2,TA,WD,Normal,325000
RL,10357,1Story,7,1990,1991,Gd,PConc,Gd,910,Y,SBrkr,1442,2,3,1,6,1,2,TA,WD,Normal,179900
RL,23257,2Story,7,2006,2006,Gd,PConc,Ex,868,Y,SBrkr,2021,2,3,1,9,1,2,TA,New,Partial,274725
RL,8063,2Story,6,2000,2000,TA,PConc,Gd,924,Y,SBrkr,1690,2,3,1,7,1,2,TA,WD,Abnorml,181000
RL,11362,1Story,8,2004,2005,Gd,PConc,Ex,1836,Y,SBrkr,1836,2,3,1,7,1,3,TA,WD,Normal,280000
RL,8000,2Story,6,1995,1996,TA,PConc,Gd,773,Y,SBrkr,1658,2,3,1,8,1,2,TA,WD,Normal,188000
RL,10480,2Story,7,1976,1976,TA,CBlock,TA,803,Y,SBrkr,1964,2,4,1,8,1,2,TA,WD,Normal,205000
RL,7100,1Story,5,1957,1957,TA,CBlock,TA,816,Y,FuseA,816,1,2,1,5,0,1,TA,WD,Normal,129900
RL,8923,1Story,5,1953,2006,TA,CBlock,TA,1008,Y,SBrkr,1008,1,2,1,6,0,1,TA,WD,Normal,134500
RL,5400,1Story,5,1954,2000,TA,CBlock,TA,833,Y,SBrkr,833,1,2,1,4,0,1,TA,WD,Normal,117000
RL,12085,1Story,8,2007,2007,Gd,PConc,Ex,1734,Y,SBrkr,1734,2,3,1,7,1,3,TA,New,Partial,318000
RL,7750,SLvl,8,2002,2002,Gd,PConc,Gd,408,Y,SBrkr,1419,2,3,1,7,1,2,TA,WD,Normal,184100
RL,9764,1Story,5,1967,2003,TA,CBlock,TA,894,Y,SBrkr,894,1,3,1,5,0,2,TA,WD,Normal,130000
RL,13825,SLvl,5,1958,1987,TA,CBlock,TA,533,Y,SBrkr,1601,1,3,1,6,0,1,TA,WD,Normal,140000
RL,7560,1Story,5,1959,1959,TA,CBlock,TA,1040,Y,FuseA,1040,1,3,1,6,0,1,TA,WD,Normal,133700
RM,8263,1Story,6,1920,1950,TA,BrkTil,TA,1012,Y,FuseA,1012,1,2,1,6,1,1,TA,WD,Normal,118400
RL,10084,1Story,7,2005,2006,Gd,PConc,Gd,1552,Y,SBrkr,1552,2,3,1,7,0,3,TA,New,Partial,212900
RL,8926,1Story,4,1956,1956,TA,CBlock,TA,672,Y,FuseA,960,1,3,1,5,0,1,TA,COD,Abnorml,112000
RL,9405,1Story,5,1947,2008,TA,CBlock,TA,698,Y,SBrkr,698,1,2,1,4,0,0,NA,WD,Normal,118000
RL,9125,SLvl,7,1992,1992,TA,PConc,Gd,384,Y,SBrkr,1482,2,3,1,7,1,2,TA,WD,Normal,163900
RL,10434,1Story,4,1955,1955,TA,CBlock,TA,1005,Y,SBrkr,1005,1,2,1,5,1,2,Fa,WD,Normal,115000
RL,3684,1Story,7,2007,2007,Gd,PConc,Gd,1373,Y,SBrkr,1555,2,2,1,7,1,3,TA,WD,Normal,174000
RL,14572,1Story,7,2004,2004,Gd,PConc,Gd,1530,Y,SBrkr,1530,2,3,1,7,1,3,TA,WD,Family,259000
RL,11796,2Story,7,2004,2005,Gd,PConc,Gd,847,Y,SBrkr,1959,2,4,1,8,1,2,TA,WD,Normal,215000
RM,7200,SFoyer,5,1980,1980,TA,CBlock,Gd,936,Y,SBrkr,936,1,2,1,4,0,2,TA,WD,Normal,140000
RL,7804,1.5Fin,4,1928,1950,TA,BrkTil,TA,1122,Y,SBrkr,1981,2,4,1,7,2,2,TA,WD,Normal,135000
RL,10712,1Story,5,1991,1992,TA,PConc,Gd,974,Y,SBrkr,974,1,3,1,5,0,0,NA,Oth,Abnorml,93500
RM,9900,2Story,6,1880,1950,TA,BrkTil,TA,1008,Y,SBrkr,2210,2,5,1,8,0,1,TA,WD,Normal,117500
RL,9828,2Story,8,1995,1995,Gd,PConc,Gd,1128,Y,SBrkr,2020,2,3,1,8,1,2,TA,WD,Normal,239500
RL,8773,2Story,6,1997,1997,TA,PConc,Gd,916,Y,SBrkr,1600,2,3,1,7,1,2,TA,WD,Normal,169000
RM,6180,1Story,6,1926,1950,TA,BrkTil,TA,960,N,SBrkr,986,1,2,1,5,1,1,TA,WD,Normal,102000
RL,9600,1.5Fin,6,1950,1950,TA,CBlock,TA,1032,Y,FuseA,1252,1,3,1,6,0,1,TA,WD,Abnorml,119000
RL,6342,1.5Fin,5,1875,1996,TA,CBlock,TA,780,N,SBrkr,1020,1,2,1,6,0,0,NA,WD,Normal,94000
RL,9819,1Story,6,1977,1977,TA,PConc,TA,1567,Y,SBrkr,1567,2,2,1,5,2,2,TA,WD,Normal,196000
RL,8731,1Story,5,1920,1950,TA,BrkTil,TA,915,Y,SBrkr,1167,1,3,1,6,1,2,TA,WD,Normal,144000
RL,7350,1Story,5,1951,1951,TA,CBlock,TA,952,Y,SBrkr,952,1,2,1,4,0,2,TA,COD,Abnorml,139000
RL,10304,2Story,5,1976,1976,TA,CBlock,TA,780,Y,SBrkr,1868,2,4,1,9,1,2,TA,WD,Normal,197500
RL,9965,2Story,8,2006,2007,Gd,PConc,Ex,1466,Y,SBrkr,2828,3,4,1,11,1,3,TA,New,Partial,424870
RL,9000,1Story,5,1959,1959,TA,CBlock,TA,1006,Y,SBrkr,1006,1,3,1,5,0,0,NA,WD,Normal,80000
RL,12180,1.5Fin,4,1941,1950,TA,BrkTil,Gd,672,N,FuseA,924,1,2,1,5,0,1,TA,WD,Normal,80000
RM,6240,1.5Fin,5,1928,1950,TA,BrkTil,TA,1042,Y,SBrkr,1576,1,3,1,8,1,1,TA,WD,Family,149000
RL,11200,1Story,6,1985,1985,Gd,CBlock,Gd,1298,Y,SBrkr,1298,2,3,1,5,1,2,TA,WD,Normal,180000
RL,12000,2Story,7,1941,1950,TA,CBlock,TA,704,Y,SBrkr,1564,1,3,1,7,1,1,TA,WD,Normal,174500
RM,5700,1.5Fin,7,1926,1950,TA,PConc,TA,572,Y,SBrkr,1111,1,2,1,5,1,1,TA,WD,Normal,116900
RM,9000,2Story,7,1920,1988,TA,PConc,TA,650,Y,SBrkr,1482,1,3,1,7,0,2,TA,WD,Normal,143000
RL,8280,1Story,6,1950,1950,TA,CBlock,TA,932,Y,FuseA,932,1,2,1,4,1,1,TA,WD,Normal,124000
RL,17755,1Story,5,1959,1959,TA,CBlock,TA,1466,Y,SBrkr,1466,1,3,1,6,2,2,TA,WD,Normal,149900
RL,14115,1Story,6,1956,2004,TA,PConc,TA,1073,Y,SBrkr,1811,1,2,1,6,1,2,TA,WD,Abnorml,230000
RM,5890,1Story,6,1930,2007,Gd,BrkTil,TA,816,Y,SBrkr,816,1,2,1,5,0,1,TA,WD,Normal,120500
RL,13700,2Story,7,1965,1988,TA,CBlock,TA,864,Y,SBrkr,1820,1,4,1,8,2,2,TA,WD,Normal,201800
RL,10768,1Story,5,1976,2004,Gd,CBlock,Gd,1437,Y,SBrkr,1437,2,3,1,6,1,2,TA,WD,Normal,218000
RL,9350,SLvl,5,1965,1999,TA,PConc,TA,1219,Y,SBrkr,1265,2,3,1,6,1,2,TA,WD,Normal,179900
RL,5001,1Story,7,2007,2008,Gd,PConc,Gd,1314,Y,SBrkr,1314,2,2,1,6,1,2,TA,WD,Normal,230000
RL,11932,1Story,8,2007,2008,Gd,PConc,Gd,1580,Y,SBrkr,1580,2,3,1,7,0,3,TA,ConLD,Partial,235128
RL,9120,2Story,6,1974,1974,Gd,CBlock,TA,901,Y,SBrkr,1876,2,4,1,8,1,2,TA,WD,Normal,185000
RL,2280,2Story,6,1978,1978,TA,CBlock,Gd,855,Y,SBrkr,1456,2,3,1,7,1,2,TA,WD,Normal,146000
RL,14778,1Story,6,1954,2006,Gd,CBlock,TA,1296,Y,SBrkr,1640,1,3,1,7,1,2,TA,WD,Normal,224000
RL,8724,1Story,5,1968,1968,TA,CBlock,Gd,894,Y,SBrkr,894,1,3,1,5,1,2,TA,WD,Normal,129000
RL,12900,SFoyer,4,1969,1969,TA,CBlock,Gd,1198,Y,SBrkr,1258,0,0,2,6,0,2,TA,WD,Alloca,108959
RL,16157,SLvl,5,1978,1978,TA,PConc,Gd,1360,Y,SBrkr,1432,1,2,1,5,1,2,TA,WD,Normal,194000
RL,9541,1Story,7,2009,2009,Gd,PConc,Gd,1502,Y,SBrkr,1502,2,3,1,7,0,2,TA,New,Partial,233170
RL,10475,1Story,8,2008,2008,Gd,PConc,Gd,1694,Y,SBrkr,1694,2,3,1,7,0,3,TA,WD,Normal,245350
RL,10852,2Story,6,2000,2000,TA,PConc,Gd,959,Y,SBrkr,1671,2,3,1,7,1,2,TA,WD,Normal,173000
RL,13728,2Story,6,1935,1986,TA,CBlock,TA,1127,Y,SBrkr,2108,2,4,1,7,2,2,TA,WD,Normal,235000
RL,35760,2Story,10,1995,1996,Gd,PConc,Ex,1930,Y,SBrkr,3627,3,4,1,10,1,3,TA,WD,Normal,625000
RL,9880,SLvl,6,1977,1977,TA,CBlock,TA,1096,Y,SBrkr,1118,1,3,1,6,1,1,TA,WD,Normal,171000
RL,9120,1Story,6,1958,1958,TA,CBlock,TA,1261,Y,SBrkr,1261,1,3,1,6,1,2,TA,WD,Normal,163000
FV,4017,2Story,7,2006,2007,Gd,PConc,Gd,625,Y,SBrkr,1250,2,2,1,5,0,2,TA,WD,Normal,171900
RL,18030,1.5Fin,5,1946,1994,TA,CBlock,TA,1598,Y,SBrkr,3086,3,3,1,12,1,0,NA,WD,Normal,200500
RL,16560,2Story,6,1932,1950,TA,BrkTil,Gd,952,Y,SBrkr,2345,2,4,1,9,1,2,TA,WD,Normal,239000
RL,10678,1.5Fin,8,1992,2000,Gd,PConc,Gd,1683,Y,SBrkr,2872,2,4,1,9,1,2,TA,WD,Normal,285000
RL,6951,1Story,5,1984,1985,TA,CBlock,TA,876,Y,SBrkr,923,1,3,1,5,0,1,TA,WD,Normal,119500
RM,3950,1.5Fin,6,1926,2004,TA,CBlock,TA,818,Y,SBrkr,1224,1,3,1,5,0,1,TA,WD,Normal,115000
RL,7681,1.5Fin,5,1921,1950,TA,BrkTil,TA,731,Y,SBrkr,1343,1,3,1,7,1,1,TA,WD,Normal,154900
RL,8335,1Story,5,1954,1954,TA,Slab,NA,0,Y,SBrkr,1124,1,3,1,5,1,0,NA,WD,Normal,93000
RL,11170,2Story,7,1990,1991,TA,Wood,Gd,1216,Y,SBrkr,2514,2,4,1,8,0,2,TA,WD,Normal,250000
RM,5587,1Story,8,2008,2008,Ex,PConc,Ex,1600,Y,SBrkr,1652,2,2,1,5,1,2,TA,New,Partial,392500
RL,15623,2Story,10,1996,1996,Gd,PConc,Ex,2396,Y,SBrkr,4476,3,4,1,10,2,3,TA,WD,Abnorml,745000
RL,10800,1Story,5,1920,1950,TA,BrkTil,TA,1120,Y,SBrkr,1130,1,2,1,5,1,2,TA,WD,Normal,120000
RL,35133,1Story,5,1963,1963,TA,CBlock,TA,1572,Y,SBrkr,1572,1,3,1,5,2,3,TA,WD,Normal,186700
RL,9738,1.5Fin,5,1924,1950,TA,BrkTil,TA,784,Y,SBrkr,1221,1,4,1,7,0,1,TA,WD,Normal,104900
RL,10615,2Story,3,1900,1970,TA,CBlock,Fa,978,Y,SBrkr,1699,2,3,2,7,0,2,Fa,WD,Abnorml,95000
RL,12461,1Story,8,1994,1995,Gd,PConc,Gd,1624,Y,SBrkr,1624,2,2,1,5,1,3,TA,WD,Normal,262000
RL,8935,2Story,7,2002,2002,Gd,PConc,Gd,831,Y,SBrkr,1660,2,3,1,7,0,2,TA,WD,Normal,195000
RL,7500,2Story,7,1999,1999,TA,PConc,TA,994,Y,SBrkr,1804,2,3,1,7,1,2,TA,WD,Normal,189000
RL,32463,1Story,4,1961,1975,TA,CBlock,TA,1249,Y,SBrkr,1622,1,3,1,7,1,4,TA,WD,Normal,168000
FV,2645,2Story,8,1999,2000,Gd,PConc,Gd,776,Y,SBrkr,1441,2,2,1,5,0,2,TA,WD,Normal,174000
